,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
897,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006770000,2010-09-01,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
898,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006750000,2010-09-01,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
899,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006730000,2010-09-01,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
900,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0002580000,2010-09-01,FORMALIZACION,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
901,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014501-2010-0015260000,2010-08-27,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
902,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006580000,2010-08-26,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
903,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006620000,2010-08-26,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
904,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006600000,2010-08-26,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
905,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006590000,2010-08-26,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
906,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006570000,2010-08-26,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
907,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006560000,2010-08-26,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
908,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,4 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010113-2006-0004560004,2010-08-25,CON DICTAMEN,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
909,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006780000,2010-08-24,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
910,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA SUPERIOR MIXTA DE UTCUBAMBA,01205077000-2010-0000710000,2010-08-24,IMPUGNACION RESUELTA - FISCAL SUPERIOR,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
911,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006760000,2010-08-24,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
912,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006610000,2010-08-24,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
913,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006740000,2010-08-24,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
914,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,2 FISCALIA SUPERIOR PENAL DE LIQUIDACION DE PIURA,02606010601-2005-0012490000,2010-08-20,CON DICTAMEN,CONTRA LOS MEDIOS DE TRANSPORTES Y COMUNICACIONES Y OTROS SERVICIOS PUBLICOS (PERTURBMEDTRANSPSERVPUBLICO)
915,"COSTA SANTOLALLA, GINO FRANCISCO",MORADO,LIMA,43 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010143-2010-0000190000,2010-08-20,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
916,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2010-0006500000,2010-08-18,DERIVADO,VIOLACION DE DOMICILIO (ALLANAMIENTO ILEGAL)
917,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA SUPERIOR MIXTA DE UTCUBAMBA,01205077000-2010-0000650000,2010-08-16,CALIFICACION DE IMPUGNACION,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
918,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA SUPERIOR MIXTA DE AMAZONAS,01205017000-2010-0000930000,2010-08-09,CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO
919,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA SUPERIOR PENAL DE APELACIONES DE LAMBAYEQUE,02406074502-2010-0024620001,2010-08-04,CONSULTA RESUELTA,DELITOS CONTRA LA FE PUBLICA
920,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA SUPERIOR MIXTA DE AMAZONAS,01205017000-2010-0000890000,2010-07-22,CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO
921,"PINEDO ACHACA, LILIANA ANGÉLICA",FUERZA POPULAR,LIMA PROVINCIAS,1 FISCALIA PROVINCIAL PENAL DE MALA,01106010610-2009-0001200000,2010-07-19,CON DICTAMEN,ROBO AGRAVADO (DOS O MAS PERSONAS)
922,"SIMEÓN HURTADO, LUIS CARLOS",ACCIÓN POPULAR,PASCO,9 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010109-2008-0001200000,2010-07-12,ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSIFICACION DOCUMENTARIA)
923,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHACHAPOYAS,01206010602-2010-0001190000,2010-07-08,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
924,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,1 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020613-2008-0007070000,2010-06-18,ARCHIVO DEFINITIVO,USURPACION (DESTRUCCIONALTERACLIMITES)
925,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020606-2009-0002130000,2010-06-14,ARCHIVO DEFINITIVO,DELITOS AMBIENTALES
926,"TITO ORTEGA, ERWIN",FUERZA POPULAR,JUNÍN,2 FISCALIA PROVINCIAL MIXTA DE JAUJA,02206060502-2010-0001940000,2010-06-11,ARCHIVO DEFINITIVO,DAÑOS
927,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE AREQUIPA,01506014501-2009-0052500000,2010-05-24,DERIVADO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
928,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,33 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010113-2006-0004560002,2010-05-13,CON APELACION,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
929,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2009-0006580000,2010-05-05,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
930,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,1 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020613-2009-0006510000,2010-04-27,ARCHIVO DEFINITIVO,DAÑOS
931,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014501-2010-0014190000,2010-04-12,EN CALIFICACION (CALIFICA),ABUSO DE AUTORIDAD
932,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2009-0010750000,2010-04-05,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
933,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2009-0003850000,2010-03-26,ARCHIVO DEFINITIVO,DAÑOS
934,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,1 FISCALIA PROVINCIAL MIXTA DE BAGUA,01206020606-2010-0000980000,2010-03-16,CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO LABORAL
935,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2009-0004900000,2010-03-05,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
936,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,2 FISCALIA PROVINCIAL MIXTA DE BAGUA,01206020602-2010-0000500000,2010-02-24,CON DICTAMEN,OBLIGACION DE HACER
937,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,1 FISCALIA PROVINCIAL MIXTA DE BAGUA,01206020606-2010-0000970000,2010-02-23,CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO LABORAL
938,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,1 FISCALIA PROVINCIAL MIXTA DE BAGUA,01206020606-2010-0000960000,2010-02-23,CON DICTAMEN,CONTENCIOSO ADMINISTRATIVO LABORAL
939,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TRUJILLO,02306014502-2009-0051130000,2010-02-21,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
940,"ACATE CORONEL, EDUARDO GEOVANNI",APP,LORETO,1 FISCALIA SUPERIOR MIXTA DESCENTRALIZADA DE SAN MARTIN - TARAPOTO,02805080601-2010-0000460001,2010-02-16,CON DICTAMEN,CONTRA LOS MEDIOS DE TRANSPORTES Y COMUNICACIONES Y OTROS SERVICIOS PUBLICOS (PERTURBMEDTRANSPSERVPUBLICO)
941,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS,00505012901-2008-0000110000,2010-02-16,CON DICTAMEN,ABUSO DE AUTORIDAD
942,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,FISCALIA SUPERIOR PENAL TRANSITORIA DE LIMA NORTE,00606020615-2010-0000030000,2010-02-08,CON DICTAMEN,TRATA DE PERSONAS (LEY 28950)
943,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,2 FISCALIA PROVINCIAL MIXTA CORPORATIVA DE HUANCABAMBA,02606030602-2008-0002160001,2009-12-07,CON ARCHIVO (PRELIMINAR),PECULADO (DE USO)
944,"ACATE CORONEL, EDUARDO GEOVANNI",APP,LORETO,2 FISCALIA PROVINCIAL MIXTA DE ALTO AMAZONAS,02806020602-2009-0003510000,2009-11-05,CON DEMANDA,MALTRATO FISICO
945,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PAITA,02606010601-2008-0011920000,2009-11-04,CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
946,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,2 FISCALIA PROVINCIAL MIXTA DE CHACHAPOYAS,01206010602-2009-0002030000,2009-10-06,ARCHIVO DEFINITIVO,COACCION
947,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,48 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010148-2009-0001140000,2009-10-05,ARCHIVO DEFINITIVO,COACCION
948,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2007-0004130002,2009-09-28,CON DICTAMEN,VIOLACION A LA LIBERTAD AL TRABAJO (IMPEDIMENTOAINTEGRARSINDICATO)
949,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,4 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010113-2006-0004560003,2009-09-21,CON DICTAMEN,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
950,"RUÍZ PINEDO, ROLANDO RUBÉN",ACCIÓN POPULAR,SAN MARTÍN,1 FISCALIA SUPERIOR MIXTA DESCENTRALIZADA DE SAN MARTIN - TARAPOTO,02805080601-2009-0002630000,2009-09-15,CON RESOLUCION EMITIDA,CONCUSION (COLUSION ILEGAL)
951,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,3 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020616-2009-0001170000,2009-09-04,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
952,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,2 FISCALIA PROVINCIAL MIXTA CORPORATIVA DE HUANCABAMBA,02606034502-2009-0000460000,2009-09-01,CON ARCHIVO (PRELIMINAR),PECULADO (MALVERSBIENPUBC/DANOS)
953,"VÁSQUEZ BECERRA, JORGE",ACCIÓN POPULAR,CUSCO,FISCALIA PROVINCIAL MIXTA DE CALCA,01806060400-2009-0004190000,2009-08-11,ARCHIVO DEFINITIVO,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENTADO CONTRA LA AUTORIDAD)
954,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,2 FISCALIA PROVINCIAL MIXTA DE CHACHAPOYAS,01206010602-2009-0000300000,2009-07-24,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
955,"CHEHADE MOYA, OMAR KARIM",APP,LIMA,56 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010156-2007-0001160000,2009-07-24,ARCHIVO DEFINITIVO,CONTRA LA FUNCION JURISDICCIONAL (FALSA DENUNCIA)
956,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406070106-2006-0000840000,2009-07-22,CON RUBRICA,VIOLACION A LA LIBERTAD AL TRABAJO (RETREMUNERACOINDEMNIZACIONES)
957,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,1 FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS,00505012901-2009-0000030000,2009-07-21,CON DICTAMEN,ABUSO DE AUTORIDAD
958,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020614-2009-0000010000,2009-07-17,ARCHIVO DEFINITIVO,USURPACION
959,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,LIMA,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE AREQUIPA,01506014501-2009-0034410000,2009-07-13,DERIVADO (CALIFICA),CONTRA LA FUNCION JURISDICCIONAL (INTERFIERE PROCESOS JUDICIALES)
960,"PINEDO ACHACA, LILIANA ANGÉLICA",FUERZA POPULAR,LIMA PROVINCIAS,1 FISCALIA PROVINCIAL MIXTA DE MALA,01106010610-2009-0001200001,2009-07-06,CON DICTAMEN,ROBO AGRAVADO (DOS O MAS PERSONAS)
961,"COSTA SANTOLALLA, GINO FRANCISCO",MORADO,LIMA,53 FISCALIA PROVINCIAL PENAL DE LIMA,00506010153-2009-0002100000,2009-06-30,DERIVADO,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
962,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,2 FISCALIA PROVINCIAL MIXTA DE VILLA EL SALVADOR(DESACT),00506010622-2007-0001960000,2009-06-23,ARCHIVO DEFINITIVO,CONTRA EL PATRIMONIO
963,"RIVERA GUERRA, WALTER JESÚS",ACCIÓN POPULAR,LIMA,1 FISCALIA PROVINCIAL PENAL DE SANTA ANITA,03406010101-2006-0007820000,2009-05-22,ARCHIVO DEFINITIVO,APROPIACION ILICITA(BIENMUEBSUMDINER)
964,"LIZÁRRAGA HOUGHTON, CAROLINA",MORADO,LIMA,5 FISCALIA ESPECIALIZADA ANTICORRUPCION,00507012906-2008-0000240000,2009-05-18,ARCHIVO DEFINITIVO,DELITO CONTRA LA ADMINISTRACION PUBLICA
965,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,2 FISCALIA SUPERIOR PENAL DE LIQUIDACION DE PIURA,02605060604-2009-0002720000,2009-05-18,QUEJA RESUELTA,PECULADO
966,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,2 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010102-2008-0004920000,2009-04-27,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
967,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050010,2009-03-06,CON DICTAMEN,HOMICIDIO
968,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050011,2009-03-06,CON DICTAMEN,HOMICIDIO
969,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050012,2009-03-06,CON DICTAMEN,HOMICIDIO
970,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050013,2009-03-06,CON DICTAMEN,HOMICIDIO
971,"CHAGUA PAYANO, POSEMOSCROWTE IRRHOSCOPT",UPP,HUANCAVELICA,38 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506012802-2005-0000050014,2009-03-06,CON DICTAMEN,HOMICIDIO
972,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,6 FISCALIA ESPECIALIZADA ANTICORRUPCION,00507012901-2007-0000520000,2009-03-03,CON DICTAMEN,ABUSO DE AUTORIDAD
973,"CÉSPEDES CÁRDENAS, MARÍA TERESA",FREPAP,LIMA,2 FISCALIA PROVINCIAL MIXTA DE CARABAYLLO,00606020611-2007-0003050000,2009-01-26,ARCHIVO DEFINITIVO,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (ATENTC/ACTOS DE FUNCION)
974,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,19 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010119-2007-0004350000,2009-01-16,ARCHIVO DEFINITIVO,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
975,"TITO ORTEGA, ERWIN",FUERZA POPULAR,JUNÍN,4 FISCALIA PROVINCIAL PENAL DE HUANCAYO,02206010104-2007-0007650000,2008-12-05,ARCHIVO DEFINITIVO,CONCUSION (EXACCION)
976,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO LIMA-NORTE,00606020607-2008-0003480000,2008-11-27,ARCHIVO DEFINITIVO,USURPACION (DESTRUCCIONALTERACLIMITES)
977,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO LIMA-NORTE,00606020607-2008-0002110000,2008-11-14,ARCHIVO DEFINITIVO,PECULADO (APROPOUTILIZACDECAUDALES)
978,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,6 FISCALIA ESPECIALIZADA ANTICORRUPCION,00507012901-2007-0000520001,2008-11-04,CON DICTAMEN,ABUSO DE AUTORIDAD
979,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,1 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020613-2008-0007970000,2008-10-30,DERIVADO,USURPACION
980,"SIMEÓN HURTADO, LUIS CARLOS",ACCIÓN POPULAR,PASCO,3 FISCALIA PROVINCIAL DE FAMILIA DE LIMA,00506010703-2008-0000640000,2008-09-17,ARCHIVO DEFINITIVO,MALTRATO FISICO
981,"BARRIONUEVO ROMERO, BETTO",SOMOS PERÚ,ANCASH,FISCALIA PROVINCIAL MIXTA DE SIHUAS,01306160601-2008-0000840000,2008-09-08,CON RESOLUCION EMITIDA,FALSIFICACION DE DOCUMENTOS EN GENERAL
982,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,1 FISCALIA PROVINCIAL MIXTA DE PUENTE PIEDRA,00606020613-2008-0006420001,2008-08-12,EXPED. PENDIENTE,CONTRA LA FUNCION JURISDICCIONAL (ENCUBRIMIENTO REAL)
983,"GUIBOVICH ARTEAGA, OTTO NAPOLEÓN",ACCIÓN POPULAR,ANCASH,4 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010113-2006-0004560001,2008-07-01,CON DICTAMEN,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
984,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,3 FISCALIA SUPERIOR PENAL DE LAMBAYEQUE,02406070106-2006-0000840001,2008-05-07,CON DICTAMEN,VIOLACION A LA LIBERTAD AL TRABAJO (RETREMUNERACOINDEMNIZACIONES)
985,"LIZÁRRAGA HOUGHTON, CAROLINA",MORADO,LIMA,46 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010146-2008-0001820000,2008-04-18,DERIVADO,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
986,"ESPINOZA VELARDE, YEREMI ARON",PODEMOS,LIMA,47 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010147-2003-0001620000,2008-04-17,ARCHIVO DEFINITIVO,CONTRABANDO (DTRIB)
987,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,LIMA,43 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010143-2006-0000520000,2008-04-15,ARCHIVO DEFINITIVO,CONTRA LA FE PUBLICA (FALSEDAD IDEOLOGICA)
988,"ANCALLE GUTIERREZ, JOSÉ LUIS",FRENTE AMPLIO,AREQUIPA,1 FISCALIA PROVINCIAL DE FAMILIA DE AREQUIPA,01506010701-2008-0004000000,2008-04-04,CON DICTAMEN,ALIMENTOS
989,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,1 FISCALIA PROVINCIAL MIXTA DE CHACHAPOYAS,01206010601-2007-0001780000,2008-03-10,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
990,"PUÑO LECARNAQUE, NAPOLEÓN",APP,TUMBES,1 FISCALIA PROVINCIAL MIXTA DE TUMBES,03506090601-2007-0007780000,2007-12-31,CON DICTAMEN,INDEMNIZACION
991,"PUÑO LECARNAQUE, NAPOLEÓN",APP,TUMBES,1 FISCALIA PROVINCIAL MIXTA DE TUMBES,03506090602-2007-0002270000,2007-12-10,DENUNCIA PENDIENTE,ABUSO DE AUTORIDAD
992,"ALARCÓN TEJADA, EDGAR ARNOLD",UPP,AREQUIPA,28 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010128-2007-0000520000,2007-11-21,DERIVADO,COACCION
993,"ALENCASTRE MIRANDA, HIRMA NORMA",SOMOS PERÚ,ANCASH,FISCALIA ESPECIALIZADA EN PREVENCION DEL DELITO DE SANTA,03107010901-2007-0000470000,2007-11-12,ARCHIVO DEFINITIVO,CONTRA LA SALUD PUBLICA
994,"PUÑO LECARNAQUE, NAPOLEÓN",APP,TUMBES,1 FISCALIA PROVINCIAL MIXTA DE TUMBES,03506090601-2007-0002140000,2007-11-07,CON RESULT. INVESTIGACION POLICIAL,CONCUSION (COLUSION ILEGAL)
995,"GONZALES TUANAMA, CÉSAR",SOMOS PERÚ,UCAYALI,2 FISCALIA PROVINCIAL MIXTA DE C.P,03006010602-2007-0004460000,2007-10-10,DERIVADO,MALTRATO SICOLOGICO
996,"ALMERI VERAMENDI, CARLOS ALBERTO",PODEMOS,LIMA PROVINCIAS,4 FISCALIA PROVINCIAL MIXTA DE TACNA,02906010604-2006-0007620000,2007-09-25,ARCHIVO DEFINITIVO,ABUSO DE AUTORIDAD
997,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,5 FISCALIA PROVINCIAL PENAL DE CHICLAYO,02406070105-2006-0005470000,2007-08-13,CON RUBRICA,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
